userName,content,score,at
yuli ciptaanggraeni,"Baru nyoba, moga bagus ya... Animasinya keren sih trus ada percakapan nya juga jadi terasa hidup aja gitu game nya",4,2022-09-24 15:51:03
KFANUM SR12,Permainannya bagus sih.. Tapi baru main sebentar nyawanya udah abis aja..,3,2022-09-24 04:58:01
this is me,really love this game!! but it's a bit unfortunate in the energy-adding section:') to overall very pretty good👍,5,2022-09-23 03:04:02
Muh Fadli,Parah energi cepet banget abis,4,2022-09-22 14:12:12
Sapta Nia,"Energinya jangan susah gitu dong dapatnya, nanti pada kabur lo pemainnya",3,2022-09-22 12:55:55
ALDI 710,Game yang bagus sekali,5,2022-09-20 11:08:28
Harie Satria,Energy nya cepet abis sattt,1,2022-09-16 10:02:57
ichal,"the game is good and the storyline is very exciting, but the energy runs out too fast, it's very annoying",5,2022-09-07 10:13:14
Selpiani Hutagalung,Seru..tapi Energinya terlalu cepat habis,4,2022-09-07 04:19:30
Noor Rahmi,"Please, save energy longer 💖.",5,2022-09-06 07:52:38
Ardian Tangguh,"This a good game and excellent but iam very dissapointed because the energy is too long for regen and i cant to enjoy this game, i know i can get energy from achievement and others but that is not enough. Please make this game to be better, energy's regen have to faster than now its my advice please notice this thank you",5,2022-09-05 10:44:27
Yuhana Dewi,Sukaaaa,5,2022-09-05 10:14:49
Onethy Hambaallah,Gamenya sudah sangat bagus tapi tidak bisa berbahasa Indonesia,3,2022-09-03 01:14:09
Annisa Kemala,Uhuy,5,2022-08-28 08:16:48
Beni Ardiansyah,Bagus,5,2022-08-21 11:17:33
ineza mayzura,"Game terseru yang pernah aku mainin, apalagi aku suka permainan hidden objeck gini, dan mecahin kassus pembunuhan, ditunggu season selanjutnya",5,2022-08-17 14:18:12
Jessica Olive,I LIKE IT,5,2022-08-17 05:37:10
Hazel Rynna,Bagus banget gamenya. Tapi pas aku main sempat Ngelag parah padahal jaringanku bagus,5,2022-08-16 13:19:35
lutfi maulana,Not bad,5,2022-08-15 18:47:27
Abdur rafay Ansari,Iive,5,2022-08-15 15:40:28
Senja Dijogja,The energy is too low and too slow,4,2022-08-15 01:56:26
Anjar Anjar,"Thanks for all good job the game is really good, thank you very much",5,2022-08-14 16:54:58
Eksan Busani,Bagus 👍👌☝️💪,3,2022-08-14 14:44:21
Hmm,"Change to five stars coz now we can get extra energy by watching ads, tq",5,2022-08-10 03:45:56
21-658 Yoseva Avrioline Br Barus,"Energinya boros bgt, dan juga lama ngisiny",4,2022-08-10 00:54:17
Ayurizky Lestari,Isi energi nya lama banget !!!! 👎👎👎👎👎,1,2022-08-08 01:52:39
Ashfiya Al Hasan,"Gamenya bagus, tapi sayang bngt energinya cepet bngt abis. Padahal baru buka satu puzle, Udah abis aja semua. Itupun puzlenya blum selesai. Mana regen energinya lama banget lagi",2,2022-08-05 01:13:56
Vincent Vijayaputra,"Good game, tapi energinya boros dan dapetinnya susah. Di tinggal tidur cuman terkumpul 80",4,2022-08-04 04:30:19
Franklin Ariantes,Game bagus mempertajam penglihatan,4,2022-08-03 00:01:58
Duit Poker,mantap geme nya,3,2022-08-01 12:03:40
Ranu Coro,Good,5,2022-08-01 08:46:58
Arif Ismail,Kelamaan gila ngumpulin energinya,1,2022-07-31 13:24:48
Raja Saputra,SO GOOD!,5,2022-07-31 09:28:22
Ari Setyoko,Bagus mengasah kejelian,5,2022-07-31 03:00:15
kucing villa villa,Sangat suka..terima kasih,5,2022-07-30 13:25:59
Juli yanto,Sangat bagus dalam grafik dan alur cerita yang menarik dan misterius.,5,2022-07-29 04:35:36
LENA SARI APRILIYANTI,"Game nya super bagus 👍 kita disini berasa seperti detective sungguhan bisa mencari item dan juga alur ceritanya yg super seru banget kerasa banget horornya pokoknya kayak film banget deh, tapi ada satu hal yang membuat game ini sedikit berkurang yaitu energi yang cepat sekali habisnya tapi kalian bisa nonton iklan dan dapetin energi ny kok. Oke arigato",5,2022-07-29 00:32:29
Ihsan Sayudha,"actually this game is still smooth ""just fine. But because the current ""event"" makes me unhappy because I only played for a while suddenly ""out of the game",1,2022-07-28 12:54:10
Elena Raini25,"the game is very good, in terms of graphics it is also very good, but unfortunately the energy runs out quickly and the time to collect energy is very long :(, maybe in the future it can be improved again, thank you❤️",4,2022-07-26 15:19:16
Aldhy Scorpio,"Bagus sih cuma energi cepat hbs,nonton iklan cm dpt 10energi cm bs 2x pakai hbs klo nyari barangnya, kenyang nonton iklan aja,,selebihnya bagus",4,2022-07-25 11:50:09
Opaldo Siagian,How interesting game,5,2022-07-24 13:53:32
Indah Syawaliarta,"Downloading content nya gagal terus padahal jaringan bagus. Jadi ga bisa lanjut ke next step deh 😪 nunggu recharge energi juga lama, boros banget energinya",3,2022-07-22 13:29:28
Akun Kedua,"Wow ini game sangat bagus dari segi cerita, grafik, dan lain², tapi pengisian energinya cukup lumayan lama dan boros, tapi mau bagaimana lagi karena kita memainkan game sebagus ini dengan gratis. sekian terimakasih",5,2022-07-22 06:42:33
Sara,Suka error,3,2022-07-20 07:59:26
Luvia Nur Alifah,Waktu untuk pengumpulan energinya terlalu lama :(,4,2022-07-17 13:39:51
Firman Linge,"Baru mulai main game nya, sepertinya seru, ntar kalo bener2 seru baru kasi 5 bintang yak",4,2022-07-16 15:04:42
Indria Nursuci Ningrum,"Bagus game nya tp isi eneegy lama bgt, sesuai dgn yg dikatakan org lain dlm komen 😀",4,2022-07-16 00:30:01
Amalia NU,"What does it means the server is not responding? What is happening? I couldn't play the game, please fix it 🥺",5,2022-07-15 13:45:14
Edy Irawan,Coba dulu,4,2022-07-13 11:37:21
Hekro10 Rasta,Download missing content nya lama banget padahal jaringan bagus,2,2022-07-11 10:47:56
falah rachman,Good,5,2022-07-10 09:27:48
Bali Tour service,game kek tay di bilang bagus,1,2022-07-09 17:13:48
Achmad husin Habibie,It's a great game but regenerating the stamina it's too slow,4,2022-07-09 08:26:23
Anggoray *,Baru main jadi rate 3 dlu ya,3,2022-07-08 09:57:49
Maria Yulia Messa,"To much problem, server is not connected. Meanwhile my connection is fine",1,2022-07-08 05:04:37
Mr Duck,"Tolong kasih bahasa Indonesia dong,dan energinya terlalu cepat hbs",3,2022-07-08 02:55:31
Rosa Novianti,This is my favt game !!!,5,2022-07-06 17:24:45
Sari Istika,Energinyq tolong diperbaiki..tambahin energinya yang banyak..waktu pemulihan energi jagan kelamaan boa,5,2022-07-06 12:30:59
Afif Al Ghozy,Good game,5,2022-07-06 09:23:36
Satria Abdul Aziz,Good,5,2022-07-06 00:50:53
Ega Denitha,Bagus gamenya cuma saran tambahin bahasa indonesia biar lebih gampang mainnya,4,2022-07-04 06:24:04
adinda maharani,"Game,alur dan grafik oke banget...ya sama spt banyak ulasan yg lain energi nya borooossss bgt...ngumpulin full nya butuh seharian..bener2 d plot utk komersil ini mah..sooo saaaaddd :(",3,2022-07-03 12:20:12
Yulita Tri wahyuni,👍👍👍,5,2022-07-03 10:24:53
Fit Game,Good game,5,2022-07-01 20:30:57
Livia Puspa,So far it's great game but the energy run out too fast and I've to wait too long to be full again...,3,2022-06-28 11:27:37
Mario Ragil s,"Untuk energy waktu mengisinya terlalu lama, 1 energy per 8 menit.. Tolong percepat paling tidak 1 per 2 menit :v",2,2022-06-25 14:25:16
Anang Riswanto,Keren beuttttttt,5,2022-06-25 02:19:52
rita olly pitoy,nice,5,2022-06-24 20:59:43
Samsung Duos,Bagus,5,2022-06-24 09:44:16
Benita,Free energy sometimes didn't add in my energy bar after watching ads video,3,2022-06-22 13:23:49
Sekar Hapriani,I love this game❤️,5,2022-06-21 23:54:36
Dionesius A. N,"This game is awesome!!!! Gosh I love the grafic I love the details and so the conversations. This game doesn't force you to do what it wants, so you can play it with your own way. LOVE IT 👍🏻🤩",5,2022-06-20 13:06:24
GuarXD,"Dari segi gameplaynya sih bagus, cuma untuk isi energinya lama sekali",2,2022-06-19 18:15:09
Manto Pramana,Saya blm coba manya Jadi saya cuman kasi bintang 3,3,2022-06-19 18:06:59
Mega Pertiwi,Pengisian energi nya tolong di percepat dong 🥺,3,2022-06-19 16:09:05
Dede Muhidin,"Kenapa harus memakai energy sih anying? Nunggu energy lama, trus pas buka lagi lanjut misi nya jadi lupa lagi harus ngapain. Tolong jangan pake energy bgst!",1,2022-06-18 02:56:33
Yantra King,Intresting,5,2022-06-17 17:52:33
Korona 19,Mantep game nya,5,2022-06-17 12:06:42
Amir raman,melatih kesabaran,5,2022-06-16 12:16:22
Risman Budiarso Sinda,Challenging,5,2022-06-16 06:29:07
Amir Hamzah,Ok,5,2022-06-15 20:15:53
Sholaahuddin Al-Ayubie,"Gamenya bagus, grafik bagus, alur cerita ga bosenin Cuma satu alasan saya beri bintang 2 : karena isi energi nya yang sangat lama sekali, coba kalau tanpa energi, saya kasih bintang 5 ini game, seru banget soalnya, cuma bikin sebel aja ada energi"" segala 😒 Tolong developer, untuk kemaslahatan bersama, tolonglah energinya diperbaiki, jangan kek gitu, terlalu lama ngisinya",2,2022-06-14 16:10:21
Sarah Rusida,"bagus sih gamenya, tp energinya boros parah, terus ngumpulin energinya perlu nunggu lama banget semalaman. semoga update terbaru energi bertambah 1 cuma perlu 1 menit ato 2 menit.",3,2022-06-13 13:35:00
Deviana Aurellia,game nya bgs tp tolong energy nya masa ngumpulin energy hampir dua hari dan ngehabisin nya cuma 8 menit,3,2022-06-12 11:19:37
Dhi3z Angraeni,"Setelah diupdate, otomatis download content yg memakan wkt yg sgt lamaaaaaa....",1,2022-06-11 09:39:40
Solihatyogi Vadilla,"Tolong dikasi bahasa Indonesia, kurang paham saya bahasa inggris",3,2022-06-11 03:52:59
Yunus Tarnadi,Bagusss.... Dan mantap,5,2022-06-09 15:15:37
Defiadniaty nst,Its fun,5,2022-06-08 22:59:30
Celine Kakauhe,"The Game wa very Funn andd Great but , the energy system is too slow if we want to play another scene :(",4,2022-06-08 01:11:05
wenny chen,I like this game,5,2022-06-07 23:31:38
Arif Mulyono,"good graphics, quite challenging",5,2022-06-07 06:08:59
Rylee Rivera,"Bagus banget, grafik nya bagus, ceritanya juga menarik dan detail. Voice over juga keren, 10/10 rekomendasi banget",5,2022-06-06 23:57:35
Aqila Amalia,I love it. It script well and also has great animation,5,2022-06-06 11:09:00
Mia Indrajaya,❤️❤️❤️❤️❤️❤️❤️,5,2022-06-04 12:13:46
joko sugiarto,This game so freaking awesome,5,2022-06-03 03:13:58
Fayza Marsha,Love this game so so muchh,5,2022-06-01 14:27:48
andi Bahriandi,Very good,5,2022-06-01 01:19:48
Airel Lhea,"Game ini sangat bagus, tapi sangat disayangkan sekali, energi nya yang sangat gampang habis dan harus menunggu sehari semalam baru penuh, dan hanya dalam hitungan menit dalam bermain langsung habis.. game macam apa ini.. uninstal..😒",1,2022-05-31 09:25:29
Dewi Aprillia,"Great, I like it",5,2022-05-30 12:58:27
zulfikar khoir,bad,2,2022-05-30 08:14:15
dini garuda,keren.......!,5,2022-05-29 16:48:26
Hana Via,Good,5,2022-05-29 04:53:56
Selvi Salim,Bagus sih game sama alur critanya cuma musti pake energi dan isi energinya juga lama.,4,2022-05-28 05:55:31
Bardi H,"gamenya menarik, tapi terlalu lama menunggu durasi energinya...",3,2022-05-26 09:43:44
Nobe Depravado,Keren,5,2022-05-26 07:45:19
Ernest Suganda,"Hello,excuse me why i can't play this game anymore.last time i can played this game for a long time but when i download again this app i get stuck on screen loading.What can i do for it?Thanks for your solution now I can play it again, thank you very much",5,2022-05-23 14:07:57
Fitria Noor Aliefah,"Bahasanya jelas, animasinya juga bagus. Alurnya lumayan",5,2022-05-21 09:47:42
Widya Rizki,Story line sama grafiknya bagus bangettt. Tp harus sabar2 nontonin iklan satu2 biar dapet energy.,5,2022-05-19 06:40:17
septi rahayu,Mantap,5,2022-05-17 04:09:09
Oboy Iskandar,Bagus tp energi cepat habis,4,2022-05-16 11:56:58
M. Dimas Shevananda,Nice game !! 👍👍,5,2022-05-16 06:19:48
MasterHanief 123 ツ,Greaaatt i like this,5,2022-05-15 04:09:14
puspa anggraini,Suka sih tapi cepet banget habis energy nya jadi butuh waktu lama buat nunggu sampai full lagi,4,2022-05-14 16:37:33
Delsa Ahmulfathul,"Gua suka bgt sii sama ni game seru,menarik,bikin penasaran,pokonya bagus deh",5,2022-05-14 15:08:35
Amalia Ferinda,"Alur cerita dan gambarnya bagus tapi untuk pengisian energi nya membutuhkan waktu yg sangat lama sekali, padahal sudah nunggu semalaman tpi energi bar nya masih belum penuh",1,2022-05-14 13:42:54
meryta febriana,Energinya sangat sangat lama untuk keisi,3,2022-05-13 02:37:50
Atha Renata,"Nice mystery, great graphic",5,2022-05-12 12:41:57
Amelia,"Energinya kelamaan, sementara buat sekali main energinya banyak. Kurang worth it buat yg gabut",4,2022-05-12 02:19:52
ILLYAS XX,"Game sangat bagus dan kasus Taka teki nya keren cuman masalah di energi yang sedikit jadi kaya kurang pas aja gitu, kalau yang lain sudah bagus",5,2022-05-10 13:31:55
Kus Indah,Sayangnya tidak ada bahasa indonesianya,5,2022-05-10 12:19:06
Nur Aisyah,Aku baru memainkan.. semoga saja bagus bagi ku,5,2022-05-09 13:51:24
Chend Diary,"Paling Keren banget , suka banget poko nya , cerita nya seru , game nya juga g ngebosenin",5,2022-05-06 14:53:01
Miya Ardiyanti R,I like the mystery... I hope this game don't have gatcha...,4,2022-05-06 14:25:49
Dahlia,Energinya cepat habis,3,2022-05-06 03:51:22
Daffa Zuhdan Naufani,Sangat melatih ketelitian,5,2022-05-06 01:20:24
Phoenix A,Game nya seruu,5,2022-05-03 13:19:47
Agus Hendri,Gema nya seru.. Seperti dunia nyata saja.,5,2022-05-03 13:16:24
frenchfries,Just good 👍,5,2022-05-02 03:31:01
Sinthia Dewi,Good,5,2022-04-28 23:29:33
Fusyha Sabila Hayati,"Gamenya sangat bagus, cerita, visualisasi, dan konsepnya. Sayangnya harus online biar bisa main",4,2022-04-28 21:04:06
Forda Andisan,Jalan ceritanya bagus..tidak membosankan,5,2022-04-28 02:58:34
Riantina Fitra Aldya,Great,5,2022-04-27 13:48:45
Randi Andhika Widyadhana,Kereen,5,2022-04-24 13:14:52
Nadia Azzahra,Good game,5,2022-04-22 00:12:50
Fajar Rahman,Bagus,4,2022-04-18 23:03:51
Hafiz Alfarizqy,Gimana sih cara mainnya?,2,2022-04-18 21:40:34
Yunus Waas,👍👍,5,2022-04-18 10:26:51
A m D Channel,Energinya kemahalan min.. gimana mau maen haseh,1,2022-04-18 03:50:49
Rio Anggara,Good,5,2022-04-17 17:11:00
DASHIEL PUTRA,Stuck in the Loading Menu,1,2022-04-17 03:30:33
Fathan Iqbal,"Bagus tapi pelit energi, nonton iklan pun tidak ada untuk mendapatkan energi, udah gitu energinya terisi lamaaaaaaaa banget auto uninstal deh",1,2022-04-14 02:21:01
Wilan Sandili,"Sumpah dari semua game yg aku mainin, cuman ini yg menurut TERBAIK, dri segi cerita, grafik nya pun sangat bagus. Cuman disini penambahan energinya sedikit dan tdk ada bhs. Indonesia nya, tapi bisa menggunakan screen translate untuk yg kurang bahasa inggrisnya.",5,2022-04-13 02:48:17
elviyana firman,Good,5,2022-04-12 19:56:33
Milky Milkita,Boros energi dapetin energinya juga lama pelit amat!!,1,2022-04-11 14:59:47
Fawwaz AM,Seru banget,5,2022-04-11 10:01:35
Yadi Pradana,"Parah banget, baru download beberapa menit lalu, trus coba mau mainin ehh malah stuck di Judul doang 🥱 ditungguin kirain bakal muncul tombol play juga gak ada trus gw cuma mantengin gunung yg mutar² doang gitu sama mantengin judul 👎🏼👎🏼👎🏼",1,2022-04-10 09:17:14
Agnes Natasya (18507593),"Main ini harus ada wifi kuat, download nya lama bgt",3,2022-04-10 05:52:44
nofi Syafriadi,fantastis....,4,2022-04-08 03:44:45
Muhamad Hasanal Alfaridzi,Update part 3 : chapter 2 kapan rilis,5,2022-04-04 13:53:12
Ichan Ardiansyah,Mantap,5,2022-04-04 08:05:05
Harabi 27,Good,5,2022-04-02 07:27:03
Tyler Durden,"Energinya cepet habis gpp, biar gk kelamaan ngegame 😂😂😂😂",5,2022-03-30 16:20:09
Ratna Astri,Nice game,5,2022-03-30 13:04:03
nanad,kok pas mau nonton iklan gak bisa? seharusnya bisa.... Malah setiap habis pencet nonton iklan gamenya ngefreeze T_T,3,2022-03-30 11:56:48
tamara azhari,Gamesnya ribet amat,2,2022-03-29 05:27:06
Selly viria,Sukaa banget game nya...seruuuu 🤩cuma sabar aja ikuti petunjuknya jangan d skip...spy kita tau pa ja yang harus kita lakukan,5,2022-03-29 03:48:14
Zainal Arif,"Game keren, seru, bikin penasaran, grafiknya keren, pokoknya bagus deh",5,2022-03-27 04:41:59
Sri Wahyuningsih,Energy nya lama nengisinga,3,2022-03-24 17:02:57
dedism muhdi,Bagus,4,2022-03-24 00:52:09
Risna yanti,Jelek,1,2022-03-23 13:02:54
Fajri Meizian Sabsy,Game nya bagus...,5,2022-03-22 16:25:45
Didimus Kundan,Ok,5,2022-03-22 07:30:35
Reko susanto,"Game nya bagus..hanya boros energi aja,,untuk dpt energi nya secara cepat,harus nonton iklan,itu juga cuma 10 di mainin nya ga ada 1mnit abis",3,2022-03-21 22:25:33
openk ajja,Like this game,5,2022-03-21 15:43:49
majojocui,"Game nya terlalu detail, jadi benda kecil yang mesti di cari harus di zoom dulu. Yapi itu ga terlalu masalah sih, tapi Energi nya terlalu lama untuk pulih apalagi saat main pencarian barang rupanya juga menggunakan energi, beuh",4,2022-03-21 00:50:51
Juni Paulin,Kerenn,5,2022-03-20 09:06:04
Andy C E O,Best game ever..,5,2022-03-20 06:04:10
Via Dwica,Suka banget sama game ini..ni dah tamat masih nunggu episode yg baru di 2022 lama banget huhu,5,2022-03-19 17:59:03
sinangkung rohmat,Tolong buatkan filmnya.,5,2022-03-18 15:00:51
egi,"FAVORIT GAME,EVER!!",5,2022-03-18 12:56:40
ꦲꦗꦶ ꦱꦏ,Add indonesian language please id like this game👍,5,2022-03-18 11:20:54
chaterina tirta,"Too many energy we need.. Please recount the use of energy, because it's drained sooo fast",3,2022-03-18 05:23:59
Kevin Keyong,Tunggu energinya kelamaan.,4,2022-03-17 16:12:18
Rheo 013,Energi cepat habis..,5,2022-03-15 08:15:28
ZsaZsa Nabila,"This game is very fun, and the cigar plot in the game is very interesting",5,2022-03-13 03:56:30
Kharisma anggraeni Defandi,"kok pas mau masuk game ny lma , ap emg gt?",4,2022-03-12 23:41:11
Raffy Makkarumpa,Ok,5,2022-03-11 15:10:13
Thessa Caroline,Waktu pulih untuk energinya terlalu lama,3,2022-03-11 10:12:12
Eunique Kania,too long 8 minutes for one energy,4,2022-03-11 07:42:20
Marsha Dwi C,lamaan energi bgst,3,2022-03-11 01:56:15
