userName,content,score,at,cleaning,case_folding,token,normalization,stopword,negation,stemming
Putri Nazaa,Perfect,5,2022-01-10 16:14:44,Perfect,perfect,['perfect'],['sempurna'],['sempurna'],['sempurna'],['sempurna']
Siti Nur Milah,Baru install udah disuruh update aja😠,3,2022-01-10 15:06:16,Baru install udah disuruh update aja,baru install udah disuruh update aja,"['baru', 'install', 'udah', 'disuruh', 'update', 'aja']","['baru', 'instal', 'sudah', 'disuruh', 'update', 'saja']","['instal', 'disuruh', 'update']","['instal', 'disuruh', 'update']","['instal', 'suruh', 'update']"
"Harahap, Parida Amalia","Game bagus. Tetapi, energi terlalu lama untuk recharge.",5,2022-01-10 07:20:09,Game bagus Tetapi energi terlalu lama untuk recharge,game bagus tetapi energi terlalu lama untuk recharge,"['game', 'bagus', 'tetapi', 'energi', 'terlalu', 'lama', 'untuk', 'recharge']","['game', 'bagus', 'tetapi', 'energi', 'terlalu', 'lama', 'untuk', 'isi', 'ulang']","['game', 'bagus', 'energi', 'isi', 'ulang']","['game', 'bagus', 'energi', 'isi', 'ulang']","['game', 'bagus', 'energi', 'isi', 'ulang']"
Cahaya Putri,So far so good,5,2022-01-10 05:45:53,So far so good,so far so good,"['so', 'far', 'so', 'good']","['jadi', 'jauh', 'jadi', 'bagus']",['bagus'],['bagus'],['bagus']
R Berlian Dhuhara,Good jarang iklan,5,2022-01-09 22:15:29,Good jarang iklan,good jarang iklan,"['good', 'jarang', 'iklan']","['bagus', 'jarang', 'iklan']","['bagus', 'jarang', 'iklan']","['bagus', 'jarang', 'iklan']","['bagus', 'jarang', 'iklan']"
Em Islah,Bagus,3,2022-01-08 20:03:14,Bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],['bagus']
Zulkifli Azis,Keren,4,2022-01-08 12:52:02,Keren,keren,['keren'],['keren'],['keren'],['keren'],['keren']
putra jabogar,"Cerita dan grafik nya baguss,, good lah",5,2022-01-06 16:38:53,Cerita dan grafik nya baguss good lah,cerita dan grafik nya baguss good lah,"['cerita', 'dan', 'grafik', 'nya', 'baguss', 'good', 'lah']","['cerita', 'dan', 'grafik', 'ya', 'bagus', 'bagus', 'lah']","['cerita', 'grafik', 'bagus', 'bagus']","['cerita', 'grafik', 'bagus', 'bagus']","['cerita', 'grafik', 'bagus', 'bagus']"
Maulana Firdaus,"Dear , @Nordcurrent Masalah energy sangat sulit mendapatkannya, lama dan boros, tolong perbaiki agar lebih cepat terisi dan agar diberi sedikit energy dalam setiap pemakaian",3,2022-01-06 16:31:52,Dear  Nordcurrent Masalah energy sangat sulit mendapatkannya lama dan boros tolong perbaiki agar lebih cepat terisi dan agar diberi sedikit energy dalam setiap pemakaian,dear  nordcurrent masalah energy sangat sulit mendapatkannya lama dan boros tolong perbaiki agar lebih cepat terisi dan agar diberi sedikit energy dalam setiap pemakaian,"['dear', 'nordcurrent', 'masalah', 'energy', 'sangat', 'sulit', 'mendapatkannya', 'lama', 'dan', 'boros', 'tolong', 'perbaiki', 'agar', 'lebih', 'cepat', 'terisi', 'dan', 'agar', 'diberi', 'sedikit', 'energy', 'dalam', 'setiap', 'pemakaian']","['sayang', 'nordcurrent', 'masalah', 'energi', 'sangat', 'sulit', 'mendapatkannya', 'lama', 'dan', 'boros', 'tolong', 'perbaiki', 'agar', 'lebih', 'cepat', 'terisi', 'dan', 'agar', 'diberi', 'sedikit', 'energi', 'dalam', 'setiap', 'pemakaian']","['sayang', 'nordcurrent', 'energi', 'sulit', 'mendapatkannya', 'boros', 'tolong', 'perbaiki', 'cepat', 'terisi', 'energi', 'pemakaian']","['sayang', 'nordcurrent', 'energi', 'sulit', 'mendapatkannya', 'boros', 'tolong', 'perbaiki', 'cepat', 'terisi', 'energi', 'pemakaian']","['sayang', 'nordcurrent', 'energi', 'sulit', 'dapat', 'boros', 'tolong', 'baik', 'cepat', 'isi', 'energi', 'pakai']"
Pandi Touzani,nice game,5,2022-01-06 11:02:13,nice game,nice game,"['nice', 'game']","['bagus', 'game']","['bagus', 'game']","['bagus', 'game']","['bagus', 'game']"
Ruth Ayer,Animasinya keren.,3,2022-01-05 13:15:23,Animasinya keren,animasinya keren,"['animasinya', 'keren']","['animasinya', 'keren']","['animasinya', 'keren']","['animasinya', 'keren']","['animasi', 'keren']"
Orochimaru Namer,Kasih subtitle Indonesia dong soalnya bingung gua mereka ngomong apa,5,2022-01-04 05:22:04,Kasih subtitle Indonesia dong soalnya bingung gua mereka ngomong apa,kasih subtitle indonesia dong soalnya bingung gua mereka ngomong apa,"['kasih', 'subtitle', 'indonesia', 'dong', 'soalnya', 'bingung', 'gua', 'mereka', 'ngomong', 'apa']","['kasih', 'subtitle', 'indonesia', 'dong', 'soalnya', 'bingung', 'saya', 'mereka', 'omong', 'apa']","['kasih', 'subtitle', 'indonesia', 'bingung', 'omong']","['kasih', 'subtitle', 'indonesia', 'bingung', 'omong']","['kasih', 'subtitle', 'indonesia', 'bingung', 'omong']"
Julfri MakalalagTM,"Permainan yang cukup bagus, permasalahan nya tinggal terletak di energi yang terlalu cepat habis dan lama untuk pulih",4,2022-01-03 22:18:58,Permainan yang cukup bagus permasalahan nya tinggal terletak di energi yang terlalu cepat habis dan lama untuk pulih,permainan yang cukup bagus permasalahan nya tinggal terletak di energi yang terlalu cepat habis dan lama untuk pulih,"['permainan', 'yang', 'cukup', 'bagus', 'permasalahan', 'nya', 'tinggal', 'terletak', 'di', 'energi', 'yang', 'terlalu', 'cepat', 'habis', 'dan', 'lama', 'untuk', 'pulih']","['permainan', 'yang', 'cukup', 'bagus', 'permasalahan', 'ya', 'tinggal', 'terletak', 'di', 'energi', 'yang', 'terlalu', 'cepat', 'habis', 'dan', 'lama', 'untuk', 'pulih']","['permainan', 'bagus', 'permasalahan', 'tinggal', 'terletak', 'energi', 'cepat', 'habis', 'pulih']","['permainan', 'bagus', 'permasalahan', 'tinggal', 'terletak', 'energi', 'cepat', 'habis', 'pulih']","['main', 'bagus', 'masalah', 'tinggal', 'letak', 'energi', 'cepat', 'habis', 'pulih']"
nita malaka,gamenya seru bange,5,2022-01-02 12:10:37,gamenya seru bange,gamenya seru bange,"['gamenya', 'seru', 'bange']","['gamenya', 'seru', 'banget']","['gamenya', 'seru', 'banget']","['gamenya', 'seru', 'banget']","['gamenya', 'seru', 'banget']"
livia tonapa,Not bad,4,2022-01-02 08:29:44,Not bad,not bad,"['not', 'bad']","['tidak', 'buruk']","['tidak', 'buruk']",['tidak_buruk'],['tidak buruk']
Teduh Rifky Ramadhan,Server suka putus,3,2021-12-31 11:23:44,Server suka putus,server suka putus,"['server', 'suka', 'putus']","['server', 'suka', 'putus']","['server', 'suka', 'putus']","['server', 'suka', 'putus']","['server', 'suka', 'putus']"
firman iriansyah,Keren,5,2021-12-29 22:07:20,Keren,keren,['keren'],['keren'],['keren'],['keren'],['keren']
Brigita Sembo,Good game,5,2021-12-29 12:15:20,Good game,good game,"['good', 'game']","['bagus', 'game']","['bagus', 'game']","['bagus', 'game']","['bagus', 'game']"
Dens Setiawan,baru mulai maen 3 dulu,3,2021-12-29 06:14:38,baru mulai maen  dulu,baru mulai maen  dulu,"['baru', 'mulai', 'maen', 'dulu']","['baru', 'mulai', 'main', 'dulu']",['main'],['main'],['main']
Nur Hidayah Kurniawati,"Game seru, hanya saja membutuhkan banyak waktu jika tidak ingin membeli item didalamnya.",3,2021-12-28 19:47:08,Game seru hanya saja membutuhkan banyak waktu jika tidak ingin membeli item didalamnya,game seru hanya saja membutuhkan banyak waktu jika tidak ingin membeli item didalamnya,"['game', 'seru', 'hanya', 'saja', 'membutuhkan', 'banyak', 'waktu', 'jika', 'tidak', 'ingin', 'membeli', 'item', 'didalamnya']","['game', 'seru', 'hanya', 'saja', 'membutuhkan', 'banyak', 'waktu', 'jika', 'tidak', 'ingin', 'membeli', 'item', 'di', 'dalamnya']","['game', 'seru', 'membutuhkan', 'waktu', 'tidak', 'membeli', 'item', 'dalamnya']","['game', 'seru', 'membutuhkan', 'waktu', 'tidak_membeli', 'item', 'dalamnya']","['game', 'seru', 'butuh', 'waktu', 'tidak beli', 'item', 'dalam']"
fista nuhlia,Menunggu part baru 🥺,5,2021-12-27 00:56:43,Menunggu part baru ,menunggu part baru ,"['menunggu', 'part', 'baru']","['menunggu', 'bagian', 'baru']",['menunggu'],['menunggu'],['tunggu']
wawan saleh,Nice,4,2021-12-26 13:41:02,Nice,nice,['nice'],['bagus'],['bagus'],['bagus'],['bagus']
siska dayat,Lovely ❤️❤️❤️,5,2021-12-25 05:10:17,Lovely ,lovely ,['lovely'],['indah'],['indah'],['indah'],['indah']
Yashinta cinta,its a good game but have too much time for waiting respawn energy,5,2021-12-24 19:10:27,its a good game but have too much time for waiting respawn energy,its a good game but have too much time for waiting respawn energy,"['its', 'a', 'good', 'game', 'but', 'have', 'too', 'much', 'time', 'for', 'waiting', 'respawn', 'energy']","['nya', 'a', 'bagus', 'game', 'tapi', 'punya', 'juga', 'banyak', 'waktu', 'untuk', 'menunggu', 'muncul', 'kembali', 'energi']","['bagus', 'game', 'waktu', 'menunggu', 'muncul', 'energi']","['bagus', 'game', 'waktu', 'menunggu', 'muncul', 'energi']","['bagus', 'game', 'waktu', 'tunggu', 'muncul', 'energi']"
Bayu Soak,Kok gua lama banget nunggu in apa masih loading?,1,2021-12-24 18:12:44,Kok gua lama banget nunggu in apa masih loading,kok gua lama banget nunggu in apa masih loading,"['kok', 'gua', 'lama', 'banget', 'nunggu', 'in', 'apa', 'masih', 'loading']","['kok', 'saya', 'lama', 'banget', 'tunggu', 'di', 'dalam', 'apa', 'masih', 'memuat']","['banget', 'tunggu', 'memuat']","['banget', 'tunggu', 'memuat']","['banget', 'tunggu', 'muat']"
Gloria Wonmaly,gimana caranya update game ini?,5,2021-12-24 01:13:11,gimana caranya update game ini,gimana caranya update game ini,"['gimana', 'caranya', 'update', 'game', 'ini']","['bagaimana', 'caranya', 'update', 'game', 'ini']","['update', 'game']","['update', 'game']","['update', 'game']"
Feby Layode,Baguss,1,2021-12-23 14:08:33,Baguss,baguss,['baguss'],['bagus'],['bagus'],['bagus'],['bagus']
Decaluvia,"Gamenya bagus~!! Ditunggu chapter-chapter berikutnya~ Buat yg ngeluh sama energinya yg cepat habis, kalau mau gartis solusinya bisa nonton iklan yg banyak — kumpulin energinya sampai ratusan atau ribuan sambil ngerjain apa kek — baru main sepuasnya. Kalau ga bisa, ya, sabar aja nunggu penuh sendiri. Gim bagus gini... developer kan juga butuh income.",5,2021-12-23 14:07:48,Gamenya bagus Ditunggu chapterchapter berikutnya Buat yg ngeluh sama energinya yg cepat habis kalau mau gartis solusinya bisa nonton iklan yg banyak  kumpulin energinya sampai ratusan atau ribuan sambil ngerjain apa kek  baru main sepuasnya Kalau ga bisa ya sabar aja nunggu penuh sendiri Gim bagus gini developer kan juga butuh income,gamenya bagus ditunggu chapterchapter berikutnya buat yg ngeluh sama energinya yg cepat habis kalau mau gartis solusinya bisa nonton iklan yg banyak  kumpulin energinya sampai ratusan atau ribuan sambil ngerjain apa kek  baru main sepuasnya kalau ga bisa ya sabar aja nunggu penuh sendiri gim bagus gini developer kan juga butuh income,"['gamenya', 'bagus', 'ditunggu', 'chapterchapter', 'berikutnya', 'buat', 'yg', 'ngeluh', 'sama', 'energinya', 'yg', 'cepat', 'habis', 'kalau', 'mau', 'gartis', 'solusinya', 'bisa', 'nonton', 'iklan', 'yg', 'banyak', 'kumpulin', 'energinya', 'sampai', 'ratusan', 'atau', 'ribuan', 'sambil', 'ngerjain', 'apa', 'kek', 'baru', 'main', 'sepuasnya', 'kalau', 'ga', 'bisa', 'ya', 'sabar', 'aja', 'nunggu', 'penuh', 'sendiri', 'gim', 'bagus', 'gini', 'developer', 'kan', 'juga', 'butuh', 'income']","['gamenya', 'bagus', 'ditunggu', 'chapter-chapter', 'berikutnya', 'buat', 'yang', 'ngelu', 'sama', 'energinya', 'yang', 'cepat', 'habis', 'kalau', 'mau', 'gratis', 'solusinya', 'bisa', 'menonton', 'iklan', 'yang', 'banyak', 'kumpulkan', 'energinya', 'sampai', 'ratusan', 'atau', 'ribuan', 'sambil', 'kerjakan', 'apa', 'seperti', 'baru', 'main', 'sepuasnya', 'kalau', 'tidak', 'bisa', 'ya', 'sabar', 'saja', 'tunggu', 'penuh', 'sendiri', 'game', 'bagus', 'begini', 'pengembang', 'kan', 'juga', 'butuh', 'penghasilan']","['gamenya', 'bagus', 'ditunggu', 'chapter-chapter', 'ngelu', 'energinya', 'cepat', 'habis', 'gratis', 'solusinya', 'menonton', 'iklan', 'kumpulkan', 'energinya', 'ratusan', 'ribuan', 'kerjakan', 'main', 'sepuasnya', 'tidak', 'sabar', 'tunggu', 'penuh', 'game', 'bagus', 'pengembang', 'butuh', 'penghasilan']","['gamenya', 'bagus', 'ditunggu', 'chapter-chapter', 'ngelu', 'energinya', 'cepat', 'habis', 'gratis', 'solusinya', 'menonton', 'iklan', 'kumpulkan', 'energinya', 'ratusan', 'ribuan', 'kerjakan', 'main', 'sepuasnya', 'tidak_sabar', 'tunggu', 'penuh', 'game', 'bagus', 'pengembang', 'butuh', 'penghasilan']","['gamenya', 'bagus', 'tunggu', 'chapter-chapter', 'ngelu', 'energi', 'cepat', 'habis', 'gratis', 'solusi', 'tonton', 'iklan', 'kumpul', 'energi', 'ratus', 'ribu', 'kerja', 'main', 'puas', 'tidak sabar', 'tunggu', 'penuh', 'game', 'bagus', 'kembang', 'butuh', 'hasil']"
Salsa Bila,Bagus tapi energy nya cepet abis,5,2021-12-23 08:35:50,Bagus tapi energy nya cepet abis,bagus tapi energy nya cepet abis,"['bagus', 'tapi', 'energy', 'nya', 'cepet', 'abis']","['bagus', 'tapi', 'energi', 'ya', 'cepat', 'habis']","['bagus', 'energi', 'cepat', 'habis']","['bagus', 'energi', 'cepat', 'habis']","['bagus', 'energi', 'cepat', 'habis']"
Dewi Fatimah,Suka sama visual dan ceritanya. MINUSNYA ENERGI CEPET BANGET ABIS. GILA,5,2021-12-22 14:56:39,Suka sama visual dan ceritanya MINUSNYA ENERGI CEPET BANGET ABIS GILA,suka sama visual dan ceritanya minusnya energi cepet banget abis gila,"['suka', 'sama', 'visual', 'dan', 'ceritanya', 'minusnya', 'energi', 'cepet', 'banget', 'abis', 'gila']","['suka', 'sama', 'visual', 'dan', 'ceritanya', 'minusnya', 'energi', 'cepat', 'banget', 'habis', 'gila']","['suka', 'visual', 'ceritanya', 'minusnya', 'energi', 'cepat', 'banget', 'habis', 'gila']","['suka', 'visual', 'ceritanya', 'minusnya', 'energi', 'cepat', 'banget', 'habis', 'gila']","['suka', 'visual', 'cerita', 'minus', 'energi', 'cepat', 'banget', 'habis', 'gila']"
Budi Rock,Gamenya keren,5,2021-12-22 14:29:27,Gamenya keren,gamenya keren,"['gamenya', 'keren']","['gamenya', 'keren']","['gamenya', 'keren']","['gamenya', 'keren']","['gamenya', 'keren']"
vitri octa,Gamenya seru tpi sayang energinya cepat banget habis dan nunggu fullnya lama banget,4,2021-12-22 14:17:14,Gamenya seru tpi sayang energinya cepat banget habis dan nunggu fullnya lama banget,gamenya seru tpi sayang energinya cepat banget habis dan nunggu fullnya lama banget,"['gamenya', 'seru', 'tpi', 'sayang', 'energinya', 'cepat', 'banget', 'habis', 'dan', 'nunggu', 'fullnya', 'lama', 'banget']","['gamenya', 'seru', 'tapi', 'sayang', 'energinya', 'cepat', 'banget', 'habis', 'dan', 'tunggu', 'penuhnya', 'lama', 'banget']","['gamenya', 'seru', 'sayang', 'energinya', 'cepat', 'banget', 'habis', 'tunggu', 'penuhnya', 'banget']","['gamenya', 'seru', 'sayang', 'energinya', 'cepat', 'banget', 'habis', 'tunggu', 'penuhnya', 'banget']","['gamenya', 'seru', 'sayang', 'energi', 'cepat', 'banget', 'habis', 'tunggu', 'penuh', 'banget']"
Devi Lia Sari,Game nya seru,5,2021-12-22 11:55:18,Game nya seru,game nya seru,"['game', 'nya', 'seru']","['game', 'ya', 'seru']","['game', 'seru']","['game', 'seru']","['game', 'seru']"
Yaya Yin,Good game,5,2021-12-22 09:41:25,Good game,good game,"['good', 'game']","['bagus', 'game']","['bagus', 'game']","['bagus', 'game']","['bagus', 'game']"
Yuuji Friend,Gamenya bagus,5,2021-12-22 02:17:48,Gamenya bagus,gamenya bagus,"['gamenya', 'bagus']","['gamenya', 'bagus']","['gamenya', 'bagus']","['gamenya', 'bagus']","['gamenya', 'bagus']"
Indra Perdana Kusuma,Good game,5,2021-12-20 05:57:59,Good game,good game,"['good', 'game']","['bagus', 'game']","['bagus', 'game']","['bagus', 'game']","['bagus', 'game']"
Elysabeth sianipar,Ok,5,2021-12-19 17:22:49,Ok,ok,['ok'],['ok'],['ok'],['ok'],['ok']
Ayu Wandira,Yapbc,1,2021-12-17 15:24:11,Yapbc,yapbc,['yapbc'],['yapbc'],['yapbc'],['yapbc'],['yapbc']
muhammad rifyal ka'bah,Baru download tpi keren banget game nya,5,2021-12-17 13:56:43,Baru download tpi keren banget game nya,baru download tpi keren banget game nya,"['baru', 'download', 'tpi', 'keren', 'banget', 'game', 'nya']","['baru', 'unduh', 'tapi', 'keren', 'banget', 'game', 'ya']","['unduh', 'keren', 'banget', 'game']","['unduh', 'keren', 'banget', 'game']","['unduh', 'keren', 'banget', 'game']"
Tukilan rongganan,Sri tttttttttttrr,5,2021-12-16 10:07:50,Sri tttttttttttrr,sri tttttttttttrr,"['sri', 'tttttttttttrr']","['sri', 'ter']","['sri', 'ter']","['sri', 'ter']","['sri', 'ter']"
Nanda Sari,nyawa nya cpt kli habis,3,2021-12-15 10:13:23,nyawa nya cpt kli habis,nyawa nya cpt kli habis,"['nyawa', 'nya', 'cpt', 'kli', 'habis']","['nyawa', 'ya', 'cepat', 'kali', 'habis']","['nyawa', 'cepat', 'habis']","['nyawa', 'cepat', 'habis']","['nyawa', 'cepat', 'habis']"
Emillia Novita Sari,"I really like this game, I kinda person who can't be patient. But for this game is an exception, the voice, accent, storyline, graphic and etc is such a chefkiss. The thing that worth to wait, even the energy recharge seem to take a quite time. But I'd like to wait. Great job! 👍🏻",5,2021-12-14 18:15:25,I really like this game I kinda person who cant be patient But for this game is an exception the voice accent storyline graphic and etc is such a chefkiss The thing that worth to wait even the energy recharge seem to take a quite time But Id like to wait Great job ,i really like this game i kinda person who cant be patient but for this game is an exception the voice accent storyline graphic and etc is such a chefkiss the thing that worth to wait even the energy recharge seem to take a quite time but id like to wait great job ,"['i', 'really', 'like', 'this', 'game', 'i', 'kinda', 'person', 'who', 'cant', 'be', 'patient', 'but', 'for', 'this', 'game', 'is', 'an', 'exception', 'the', 'voice', 'accent', 'storyline', 'graphic', 'and', 'etc', 'is', 'such', 'a', 'chefkiss', 'the', 'thing', 'that', 'worth', 'to', 'wait', 'even', 'the', 'energy', 'recharge', 'seem', 'to', 'take', 'a', 'quite', 'time', 'but', 'id', 'like', 'to', 'wait', 'great', 'job']","['saya', 'sangat', 'suka', 'ini', 'game', 'saya', 'agak', 'orang', 'siapa', 'tidak', 'bisa', 'be', 'sabar', 'tapi', 'untuk', 'ini', 'game', 'adalah', 'sebuah', 'pengecualian', 'the', 'suara', 'aksen', 'alur', 'cerita', 'grafik', 'dan', 'dan', 'lain-lain', 'adalah', 'seperti', 'a', 'sempurna', 'the', 'hal', 'itu', 'berharga', 'untuk', 'tunggu', 'bahkan', 'the', 'energi', 'isi', 'ulang', 'tampak', 'untuk', 'ambil', 'a', 'cukup', 'waktu', 'tapi', 'id', 'suka', 'untuk', 'tunggu', 'bagus', 'pekerjaan']","['suka', 'game', 'tidak', 'be', 'sabar', 'game', 'pengecualian', 'the', 'suara', 'aksen', 'alur', 'cerita', 'grafik', 'lain-lain', 'sempurna', 'the', 'berharga', 'tunggu', 'the', 'energi', 'isi', 'ulang', 'ambil', 'waktu', 'id', 'suka', 'tunggu', 'bagus', 'pekerjaan']","['suka', 'game', 'tidak_be', 'sabar', 'game', 'pengecualian', 'the', 'suara', 'aksen', 'alur', 'cerita', 'grafik', 'lain-lain', 'sempurna', 'the', 'berharga', 'tunggu', 'the', 'energi', 'isi', 'ulang', 'ambil', 'waktu', 'id', 'suka', 'tunggu', 'bagus', 'pekerjaan']","['suka', 'game', 'tidak be', 'sabar', 'game', 'kecuali', 'the', 'suara', 'aksen', 'alur', 'cerita', 'grafik', 'lain', 'sempurna', 'the', 'harga', 'tunggu', 'the', 'energi', 'isi', 'ulang', 'ambil', 'waktu', 'id', 'suka', 'tunggu', 'bagus', 'kerja']"
Geraldi Wijaya,very interesting game,5,2021-12-13 20:37:25,very interesting game,very interesting game,"['very', 'interesting', 'game']","['sangat', 'menarik', 'game']","['menarik', 'game']","['menarik', 'game']","['tarik', 'game']"
ayu dwi audisa,"menunggu banget yg kedua, soalnya udah tamaaat. Seruuu",5,2021-12-13 16:02:22,menunggu banget yg kedua soalnya udah tamaaat Seruuu,menunggu banget yg kedua soalnya udah tamaaat seruuu,"['menunggu', 'banget', 'yg', 'kedua', 'soalnya', 'udah', 'tamaaat', 'seruuu']","['menunggu', 'banget', 'yang', 'kedua', 'soalnya', 'sudah', 'tamat', 'seru']","['menunggu', 'banget', 'tamat', 'seru']","['menunggu', 'banget', 'tamat', 'seru']","['tunggu', 'banget', 'tamat', 'seru']"
